,fips,EP_Percent2020,MP_Percent2020,BP_Percent2020,Cath_Percent2020,Orth_Percent2020,Other_Percent2020,Islam_Percent2020,Jewish_Percent2020,Hindu_Percent2020,Budd_Percent2020,4_clusters,5_clusters,6_clusters,7_clusters,8_clusters
624,17045,19.65,15.94,0.0,7.67,0.0,1.81,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
625,17047,42.02,14.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
626,17049,28.9,5.77,0.0,21.3,0.0,1.57,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
627,17051,31.03,6.01,0.0,14.49,0.0,0.01,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
628,17053,19.6,16.35,0.0,10.52,0.0,0.02,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
629,17055,38.85,4.93,0.99,1.56,0.24,1.02,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
630,17057,12.41,12.41,0.0,1.31,0.0,4.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
631,17059,17.59,3.09,0.0,21.23,0.0,0.02,0.0,0.0,0.0,0.34,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
632,17061,19.87,22.9,0.0,11.08,0.0,0.01,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,"MP,Cath","MP, Cath","MP, Cath"
633,17063,8.55,7.04,0.0,18.89,0.0,1.67,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
634,17065,44.75,1.98,0.95,4.94,0.0,0.0,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
635,17067,12.84,19.27,0.0,6.46,0.0,5.26,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,"MP,Cath",Pluralistic,Pluralistic
636,17069,30.78,0.82,0.0,6.85,0.0,0.03,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
637,17071,5.61,17.77,0.0,2.35,0.0,0.03,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
638,17073,6.19,22.7,0.0,12.56,0.0,2.11,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,"MP,Cath","MP, Cath","MP, Cath"
639,17075,23.24,12.49,0.0,6.9,0.0,0.51,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
640,17077,25.22,8.24,1.48,2.91,0.08,1.71,6.35,0.0,0.0,0.03,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
641,17079,19.82,7.38,0.43,16.19,0.0,0.02,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
642,17081,35.69,3.78,2.4,3.52,0.0,1.43,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
643,17083,10.51,8.1,0.0,19.6,0.0,0.54,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
644,17085,4.09,16.17,0.0,21.91,0.0,0.44,0.0,0.0,0.0,0.0,Catholic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
645,17087,21.79,3.1,2.25,1.18,0.0,0.02,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
646,17089,8.800000000000002,4.56,0.67,33.58,0.29,1.53,3.35,0.0,3.61,0.06,Catholic,Catholic,Catholic,Cath-Less,Cath-Less
647,17091,14.93,6.07,4.64,20.7,0.09,1.33,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
648,17093,4.7,3.68,0.0,17.59,0.0,0.82,0.0,0.0,0.0,0.38,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
649,17095,7.92,10.53,0.98,3.62,0.0,1.58,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
650,17097,7.74,3.68,1.61,31.07,0.37,1.34,3.08,1.8,0.41,0.0,Catholic,Catholic,Catholic,Cath-Less,Cath-Less
651,17099,10.71,7.93,0.0,19.49,0.0,1.19,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
652,17101,11.87,10.9,0.16,2.61,0.0,0.79,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
653,17103,5.81,14.35,0.22,22.98,0.0,1.38,1.1,0.0,0.0,0.0,Catholic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
654,17105,11.24,20.58,0.0,8.64,0.0,1.3,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,"MP,Cath","MP, Cath","MP, Cath"
655,17107,34.52,9.08,0.72,2.66,0.0,0.36,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
656,17109,13.13,12.28,0.37,4.57,0.0,1.89,1.37,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
657,17111,5.5,5.74,0.0,25.82,0.0,1.13,0.13,0.0,0.0,0.0,Catholic,Catholic,Catholic,Cath-Less,Cath-Less
658,17113,22.35,9.4,1.51,5.58,0.04,1.47,1.97,0.14,1.78,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
659,17115,23.87,7.05,3.29,9.37,0.05,1.56,1.08,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
660,17117,19.8,10.61,0.0,11.08,0.06,0.01,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
661,17119,20.0,7.53,2.12,15.35,0.15,1.08,1.46,0.01,0.0,0.08,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
662,17121,37.94,5.29,1.77,5.13,0.0,1.09,0.08,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
663,17123,12.37,13.65,0.0,8.18,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
664,17125,22.23,7.41,1.15,0.69,0.0,0.02,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
665,17127,53.35,7.43,1.78,0.88,0.0,0.8,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
666,17129,20.46,8.73,0.0,13.63,0.0,0.05,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
667,17131,5.15,21.14,0.0,9.55,0.0,0.73,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,"MP,Cath","MP, Cath","MP, Cath"
668,17133,26.19,9.13,0.0,20.3,0.0,1.65,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,Cath-Less,Cath-Less
669,17135,23.2,8.58,0.0,7.67,0.0,0.76,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
670,17137,11.58,14.6,1.06,11.93,0.0,2.05,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
671,17139,48.52,9.6,0.0,11.08,0.0,0.02,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
672,17141,9.73,11.84,0.0,24.55,0.0,1.27,0.0,0.0,0.0,0.0,Catholic,Catholic,Catholic,Cath-Less,Cath-Less
673,17143,14.97,6.29,4.19,12.98,0.18,1.13,2.47,0.17,0.77,0.01,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
674,17145,25.19,7.88,0.92,10.02,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
675,17147,13.69,15.95,0.0,6.91,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
676,17149,21.69,9.82,0.0,10.22,0.0,1.42,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
677,17151,20.73,6.43,7.18,0.0,0.0,0.05,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
678,17153,53.75,4.6,3.89,0.0,0.0,0.91,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
679,17155,2.45,13.73,0.0,23.95,0.0,0.0,0.0,0.0,0.0,0.0,Catholic,Catholic,Catholic,Cath-Less,Cath-Less
680,17157,27.67,10.57,2.17,11.24,0.0,0.47,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
681,17159,21.89,10.68,0.0,11.13,0.0,1.76,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
682,17161,8.02,7.11,3.44,10.03,0.29,1.61,0.55,0.0,0.55,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
683,17163,18.51,5.56,5.41,13.37,0.13,1.87,1.51,0.0,0.05,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
684,17165,49.68,4.21,1.22,1.68,0.0,1.47,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
685,17167,18.89,7.67,2.52,15.34,0.09,1.55,0.57,0.16,0.31,0.03,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
686,17169,15.55,16.4,0.0,2.22,0.0,0.06,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
687,17171,24.73,17.44,0.0,10.22,0.0,0.04,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
688,17173,28.59,9.99,0.0,7.67,0.0,0.56,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
689,17175,9.83,11.8,0.0,10.19,0.0,0.06,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
690,17177,20.88,12.37,4.15,21.21,0.22,1.31,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
691,17179,22.61,9.49,0.8,8.23,0.0,1.51,0.0,0.0,0.09,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
692,17181,38.14,4.3,0.44,1.74,0.0,0.02,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
693,17183,20.58,7.32,1.15,3.3,0.0,1.47,0.8,0.0,0.0,0.0,Pluralistic,EP-Less,Pluralistic,Pluralistic,Pluralistic
694,17185,28.25,7.96,0.0,11.3,0.0,0.02,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
695,17187,12.56,10.81,1.2,9.44,0.0,0.04,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
696,17189,26.07,16.75,0.0,15.08,0.0,0.01,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
697,17191,47.99,4.57,1.24,0.74,0.0,0.01,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
698,17193,56.86,6.74,0.22,2.09,0.0,0.78,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
699,17195,19.55,16.71,0.0,25.7,0.0,0.88,0.0,0.0,0.0,0.0,Catholic,Catholic,Catholic,Cath-Less,Cath-Less
700,17197,10.36,2.9,0.8,24.78,0.28,1.19,2.72,0.0,0.15,0.0,Catholic,Catholic,Catholic,Cath-Less,Cath-Less
701,17199,23.7,5.2,0.6,6.54,0.0,0.54,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
702,17201,21.04,6.37,2.39,23.85,0.22,1.68,1.18,0.09,0.0,0.21,Catholic,Catholic,Catholic,Cath-Less,Cath-Less
703,17203,17.95,10.69,0.0,7.31,0.0,0.03,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
704,18001,60.1,7.14,5.86,8.44,0.0,0.94,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-High
705,18003,25.11,5.88,7.1,13.52,0.2,1.1,1.05,0.11,0.08,0.38,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
706,18005,31.0,7.94,0.12,5.87,0.0,2.58,0.24,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
707,18007,10.21,10.32,0.0,19.51,0.0,2.45,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
708,18009,16.98,8.03,0.0,2.63,0.0,0.03,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
709,18011,19.02,12.68,0.0,8.81,0.0,1.99,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
710,18013,17.78,5.38,0.0,4.67,0.1,1.52,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
711,18015,16.19,9.18,0.0,4.77,0.0,0.01,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
712,18017,15.99,8.07,0.2,10.76,0.0,1.82,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
713,18019,20.75,4.36,0.73,7.21,0.0,1.88,1.02,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
714,18021,18.89,9.93,0.0,1.7,0.0,1.07,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
715,18023,17.57,8.91,0.0,16.0,0.0,0.01,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
716,18025,15.81,11.99,0.0,2.18,0.0,2.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
717,18027,41.0,7.7,0.61,6.93,0.0,0.74,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
718,18029,10.01,7.36,0.0,13.29,0.0,1.85,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
719,18031,10.18,14.03,0.0,18.39,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
720,18033,20.52,5.54,3.47,5.64,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,Pluralistic,Pluralistic,Pluralistic
721,18035,15.57,6.02,2.81,4.48,0.0,1.89,0.32,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
722,18037,8.42,10.82,0.0,45.05,0.0,1.53,0.0,0.0,0.0,0.0,Catholic,Catholic,Catholic,Cath,Cath-High
723,18039,27.02,4.0,4.33,8.67,0.12,1.71,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
724,18041,34.73,4.37,0.0,7.98,0.0,2.22,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
725,18043,23.46,7.07,2.33,19.31,0.0,0.86,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
726,18045,22.09,4.35,0.0,1.86,0.0,1.91,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
727,18047,12.0,4.54,0.79,19.94,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
728,18049,15.17,11.69,2.2,2.67,0.0,0.25,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
729,18051,16.26,7.65,1.67,17.58,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
730,18053,23.8,8.22,2.05,3.87,0.0,0.95,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
731,18055,19.29,8.55,0.0,1.74,0.0,1.15,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
732,18057,16.03,5.05,0.79,13.75,1.21,1.41,1.59,0.19,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
733,18059,19.71,5.84,0.0,7.1,0.0,0.28,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
734,18061,10.89,9.95,0.15,8.16,0.0,1.64,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
735,18063,20.14,5.3,0.24,8.82,0.0,1.87,1.42,0.0,0.99,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
736,18065,21.0,5.83,0.41,0.85,0.0,1.18,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,Pluralistic,EP-Least
737,18067,31.76,5.45,4.53,4.29,0.05,1.05,0.22,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
738,18069,14.78,9.12,0.0,12.26,0.0,2.93,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
739,18071,40.98,7.31,0.54,5.38,0.0,0.43,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Less
740,18073,22.27,12.57,0.0,11.4,0.0,1.82,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
741,18075,15.94,10.45,3.42,7.64,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
742,18077,16.7,11.86,0.84,8.58,0.0,1.71,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
743,18079,14.74,10.34,0.0,5.62,0.0,1.74,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
744,18081,22.46,3.18,0.12,7.95,0.04,1.4,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
745,18083,20.11,11.44,0.28,11.24,0.0,1.3,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
746,18085,21.33,5.46,0.19,5.46,0.0,1.15,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,Pluralistic,Pluralistic,Pluralistic
747,18087,52.54,5.17,0.74,2.35,0.0,0.0,0.0,0.0,0.0,0.0,EP,EP-High,EP-High,EP-High,EP-Less
748,18089,12.23,4.25,6.91,22.45,2.16,1.23,1.1,0.12,0.1,0.0,Catholic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
749,18091,8.71,5.41,2.54,17.41,0.06,1.68,0.0,0.25,0.0,0.02,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
750,18093,27.6,7.06,0.33,3.44,0.0,1.41,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
751,18095,17.35,6.11,1.28,4.35,0.0,1.35,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
752,18097,14.67,9.42,8.3,14.04,0.26,1.36,1.54,0.71,0.17,0.23,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
753,18099,17.76,6.38,0.98,11.93,0.0,1.3,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
754,18101,12.57,10.31,0.0,19.13,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
755,18103,11.2,7.57,0.78,2.59,0.0,0.04,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
756,18105,14.82,4.86,0.68,4.23,0.17,2.28,0.25,0.32,0.13,0.42,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
757,18107,20.68,5.81,0.53,5.03,0.29,1.22,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,Pluralistic,Pluralistic,Pluralistic
758,18109,23.97,6.73,3.06,5.96,0.0,2.29,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
759,18111,8.27,9.46,0.0,8.84,0.0,0.01,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
760,18113,14.54,5.13,0.11,7.22,0.0,1.26,0.25,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
761,18115,20.19,18.6,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
762,18117,24.12,9.58,0.0,2.06,0.0,1.91,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
763,18119,15.16,6.88,0.0,0.94,0.0,1.28,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
764,18121,23.21,8.28,0.0,0.75,0.0,0.02,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
765,18123,6.34,9.65,0.4,20.11,0.0,2.09,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
766,18125,14.16,6.92,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
767,18127,12.83,4.2,0.09,18.05,0.2,1.13,1.59,0.12,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
768,18129,15.43,12.35,1.71,13.83,0.0,2.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
769,18131,21.69,8.56,0.0,7.71,0.0,1.37,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
770,18133,13.9,10.57,0.49,2.07,0.0,1.87,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
771,18135,11.51,9.27,0.0,5.97,0.0,0.86,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
772,18137,15.82,18.44,0.0,21.98,0.0,0.73,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,"MP,Cath",Cath-Less,Cath-Less
773,18139,18.4,5.07,0.0,6.9,0.0,0.03,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
774,18141,12.79,4.35,3.04,17.1,0.22,1.34,0.42,0.47,0.04,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
775,18143,18.02,10.73,0.0,1.23,0.0,2.32,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
776,18145,16.9,12.23,0.0,11.42,0.0,1.62,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
777,18147,10.8,16.37,0.0,19.34,0.0,0.01,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Cath-Less,Cath-Less
778,18149,13.68,3.93,0.0,9.52,0.0,0.03,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
779,18151,18.04,5.32,5.66,8.18,0.0,1.92,0.35,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
780,18153,22.32,9.21,0.48,1.84,0.0,0.58,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
781,18155,14.37,9.73,0.0,1.53,0.0,0.01,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
782,18157,11.46,5.16,0.07,9.33,0.09,2.17,0.62,0.14,0.06,0.01,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
783,18159,19.15,9.46,0.0,5.8,0.0,0.01,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
784,18161,11.06,10.4,0.0,3.4,0.0,0.01,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
785,18163,21.28,7.38,1.31,13.91,0.09,1.28,0.2,0.22,0.0,0.01,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
786,18165,12.16,7.23,0.0,4.35,0.0,0.01,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
787,18167,17.71,5.49,1.54,10.84,0.24,1.73,0.34,0.08,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
788,18169,19.6,11.46,0.48,3.08,0.0,0.71,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
789,18171,17.22,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
790,18173,19.63,6.31,0.0,9.17,0.0,0.24,0.81,0.0,2.71,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
791,18175,21.8,8.1,0.0,0.78,0.0,2.1,0.0,0.0,0.0,0.0,Pluralistic,EP-Less,EP-Less,EP-Less,EP-Least
792,18177,18.9,8.34,1.65,6.41,0.0,1.16,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
793,18179,33.83,6.41,6.92,1.06,0.0,0.64,0.0,0.0,0.0,0.0,EP,EP-Less,EP-Less,EP-Less,EP-Least
794,18181,12.83,11.6,0.0,8.38,0.0,0.03,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
795,18183,19.63,8.6,0.0,8.03,0.0,1.47,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
796,19001,8.42,17.74,0.0,7.63,0.0,0.04,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
797,19003,3.75,29.29,0.0,5.97,0.0,0.03,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,"MP,Cath","MP, Cath","MP, Cath"
798,19005,2.39,31.54,0.0,24.33,0.0,1.39,0.0,0.0,0.0,3.73,Catholic,Pluralistic,"MP,Cath","MP, Cath","MP, Cath"
799,19007,11.93,12.4,0.0,5.18,0.0,2.71,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
800,19009,12.76,28.59,0.0,11.51,0.0,0.02,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,"MP,Cath","MP, Cath","MP, Cath"
801,19011,17.67,10.69,0.0,13.74,0.0,2.81,0.0,0.0,0.0,0.0,Pluralistic,Pluralistic,Pluralistic,Pluralistic,Pluralistic
